product_name,color,product_category,mrp,total_sizes,available_size,brand_name,retailer,description,pdp_url,rating,review_count,scrapping_datetime
invisibles hipster,MESMERIZING PRINT,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,"an invisibles hipster featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",invisibles hipster,NULL,NULL,25-04-20 13:57
invisibles hipster,VISIONARY FLORAL,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,"an invisibles hipster featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",invisibles hipster,NULL,NULL,25-04-20 13:57
invisibles hipster,X-EMOJI PRINT,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,"an invisibles hipster featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",invisibles hipster,NULL,NULL,25-04-20 13:57
cheeky bikini with lace,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,cheeky bikini with lace,NULL,NULL,25-04-20 13:57
cheeky bikini with lace,CHARCOAL,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,cheeky bikini with lace,NULL,NULL,25-04-20 13:57
cheeky bikini with lace,NEUTRAL,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,cheeky bikini with lace,NULL,NULL,25-04-20 13:57
cheeky bikini with lace,POLYMER BLUE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,cheeky bikini with lace,NULL,NULL,25-04-20 13:57
essentials thong,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the essentials thong features a semi sheer pattern and tonal lace trim.,essentials thong,NULL,NULL,25-04-20 13:57
essentials thong,WHITE/BROWN,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the essentials thong features a semi sheer pattern and tonal lace trim.,essentials thong,NULL,NULL,25-04-20 13:57
essentials thong,SMOKE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the essentials thong features a semi sheer pattern and tonal lace trim.,essentials thong,NULL,NULL,25-04-20 13:57
essentials thong,TAN,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the essentials thong features a semi sheer pattern and tonal lace trim.,essentials thong,NULL,NULL,25-04-20 13:57
logo cotton stretch thong,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.,logo cotton stretch thong,NULL,NULL,25-04-20 13:57
logo cotton stretch thong,ASHFORD GREY,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.,logo cotton stretch thong,NULL,NULL,25-04-20 13:57
logo cotton stretch thong,WHITE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.,logo cotton stretch thong,NULL,NULL,25-04-20 13:57
logo cotton stretch thong,NAVY,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.,logo cotton stretch thong,NULL,NULL,25-04-20 13:57
bare lace thong,POLYMER BLUE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a bare lace thong designed with nylon fabric and floral lace galloon in a lightweight style.,bare lace thong,NULL,NULL,25-04-20 13:57
bare lace thong,TRANSPINK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a bare lace thong designed with nylon fabric and floral lace galloon in a lightweight style.,bare lace thong,NULL,NULL,25-04-20 13:57
bare lace thong,SENSATION,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a bare lace thong designed with nylon fabric and floral lace galloon in a lightweight style.,bare lace thong,NULL,NULL,25-04-20 13:57
essentials hipster,EPHEMERAL WITH IVORY LACE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,"an essential hipster panty featuring lightweight, silky fabric, a thin elasticized logo waistband and tonal lace trim.",essentials hipster,NULL,NULL,25-04-20 13:57
essentials hipster,DOT FLOW WITH WATERSONE LACE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,"an essential hipster panty featuring lightweight, silky fabric, a thin elasticized logo waistband and tonal lace trim.",essentials hipster,NULL,NULL,25-04-20 13:57
logo cotton boyshort,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.,logo cotton boyshort,NULL,NULL,25-04-20 13:57
logo cotton boyshort,GREY,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.,logo cotton boyshort,NULL,NULL,25-04-20 13:57
logo cotton boyshort,WHITE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.,logo cotton boyshort,NULL,NULL,25-04-20 13:57
pure seamless bikini,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a seamless style with contrasting print logo on the waistband and full rear coverage.,pure seamless bikini,NULL,NULL,25-04-20 13:57
pure seamless bikini,WHITE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a seamless style with contrasting print logo on the waistband and full rear coverage.,pure seamless bikini,NULL,NULL,25-04-20 13:57
pure seamless bikini,SPARROW,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a seamless style with contrasting print logo on the waistband and full rear coverage.,pure seamless bikini,NULL,NULL,25-04-20 13:57
pure seamless bikini,BARE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a seamless style with contrasting print logo on the waistband and full rear coverage.,pure seamless bikini,NULL,NULL,25-04-20 13:57
pure seamless bikini,SENSATION,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,a seamless style with contrasting print logo on the waistband and full rear coverage.,pure seamless bikini,NULL,NULL,25-04-20 13:57
logo cotton stretch bikini,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric with a metallic logo waistband in a full rear coverage style.,logo cotton stretch bikini,NULL,NULL,25-04-20 13:57
logo cotton stretch bikini,ASHFORD GREY,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric with a metallic logo waistband in a full rear coverage style.,logo cotton stretch bikini,NULL,NULL,25-04-20 13:57
logo cotton stretch bikini,WHITE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric with a metallic logo waistband in a full rear coverage style.,logo cotton stretch bikini,NULL,NULL,25-04-20 13:57
logo cotton stretch bikini,NAVY,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric with a metallic logo waistband in a full rear coverage style.,logo cotton stretch bikini,NULL,NULL,25-04-20 13:57
logo cotton stretch bikini,EPHERMERAL,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric with a metallic logo waistband in a full rear coverage style.,logo cotton stretch bikini,NULL,NULL,25-04-20 13:57
logo cotton stretch bikini,POLYMER BLUE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric with a metallic logo waistband in a full rear coverage style.,logo cotton stretch bikini,NULL,NULL,25-04-20 13:57
logo cotton stretch bikini,SCANDAL,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,soft cotton stretch fabric with a metallic logo waistband in a full rear coverage style.,logo cotton stretch bikini,NULL,NULL,25-04-20 13:57
invisibles thong,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the invisibles thong features a tagless style and logo at waistband.,invisibles thong,NULL,NULL,25-04-20 13:57
invisibles thong,WHITE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the invisibles thong features a tagless style and logo at waistband.,invisibles thong,NULL,NULL,25-04-20 13:57
invisibles thong,DOESKIN,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the invisibles thong features a tagless style and logo at waistband.,invisibles thong,NULL,NULL,25-04-20 13:57
invisibles thong,CHOCOLATE BROWN,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the invisibles thong features a tagless style and logo at waistband.,invisibles thong,NULL,NULL,25-04-20 13:57
